Q8MYY6	Dmel_CG10000
A0A0B4KGW7	Dmel_CG4848
Q9VAX8	Dmel_CG4849
Q9VKH6	Dmel_CG4851
Q9U1H8	Dmel_CG4852
A0A0B4LFJ8	Dmel_CG4853
Q9VDQ5	Dmel_CG4854
Q9W4M7	Dmel_CG4857
Q9VPD2	Dmel_CG4858
A0A0B4JCU7	Dmel_CG4859
Q9VGC2	Dmel_CG4860
O16797	Dmel_CG4863
Q9W4M8	Dmel_CG4865
Q7JZ53	Dmel_CG4866
Q9V3L0	Dmel_CG4867
Q8MST5	Dmel_CG4869
Q9GU23	Dmel_CG4871
Q8SY58	Dmel_CG4872
Q9VX99	Dmel_CG4875
Q9VV52	Dmel_CG4877
Q0E940	Dmel_CG4878
E2QCG7	Dmel_CG4878
Q59E27	Dmel_CG4879
M9PHD6	Dmel_CG4880
Q9VKH3	Dmel_CG4881
O77477	Dmel_CG4882
Q9VAX9	Dmel_CG4884
Q9V3G3	Dmel_CG4886
Q9VPY4	Dmel_CG4887
P09615	Dmel_CG4889
I1WYH9	Dmel_CG4889
Q9VJM3	Dmel_CG4891
Q9VJM2	Dmel_CG4892
Q24270	Dmel_CG4894
M9NDC4	Dmel_CG4896
P32100	Dmel_CG4897
X2J5G6	Dmel_CG4897
P49455	Dmel_CG4898
Q7KNR7	Dmel_CG4899
Q9VCV4	Dmel_CG4900
Q9VL25	Dmel_CG4901
A1ZAV3	Dmel_CG4903
P12881	Dmel_CG4904
I0DHK3	Dmel_CG4904
Q0E952	Dmel_CG4905
Q9VCV7	Dmel_CG4907
Q9VL22	Dmel_CG4908
Q7K4D1	Dmel_CG4909
Q9VCW0	Dmel_CG4910
A0A1B2AKX3	Dmel_CG4910
M9PEL5	Dmel_CG4911
Q9VL18	Dmel_CG4912
A0A0B4KG69	Dmel_CG4913
Q9VUG2	Dmel_CG4914
P23128	Dmel_CG4916
Q8IMZ9	Dmel_CG4917
P05389	Dmel_CG4918
Q9VCW6	Dmel_CG4919
P13582	Dmel_CG4920
Q7KY04	Dmel_CG4921
P21750	Dmel_CG4922
M9NCT5	Dmel_CG4922
A1ZAW5	Dmel_CG4924
Q9VV40	Dmel_CG4925
Q24488	Dmel_CG4926
D9PTS3	Dmel_CG4926
Q4V3U8	Dmel_CG4927
Q9Y115	Dmel_CG4928
B7Z155	Dmel_CG4928
Q9V3V9	Dmel_CG4930
Q9VF87	Dmel_CG4931
Q9VV41	Dmel_CG4933
Q24157	Dmel_CG4934
Q9VJL9	Dmel_CG4935
Q9VDQ3	Dmel_CG4936
Q0KHR5	Dmel_CG4937
Q9VF85	Dmel_CG4938
Q9VST8	Dmel_CG4942
Q9V853	Dmel_CG4943
A0A0B4KFU5	Dmel_CG4943
O97428	Dmel_CG4944
A0A0B4LFM3	Dmel_CG4945
Q9VL13	Dmel_CG4946
Q9VPY8	Dmel_CG4947
Q9VX87	Dmel_CG4949
Q9VV09	Dmel_CG4950
A1A708	Dmel_CG4951
Q59DZ0	Dmel_CG4952
Q95TN1	Dmel_CG4953
A1ZAX1	Dmel_CG4954
A0A0B4LFL2	Dmel_CG4954
Q9VX85	Dmel_CG4955
Q9VBM4	Dmel_CG4956
Q9VL11	Dmel_CG4957
Q9VBM3	Dmel_CG4960
Q9VV21	Dmel_CG4962
Q9VAY3	Dmel_CG4963
Q03019	Dmel_CG4965
M9PBC2	Dmel_CG4965
A1ZAX8	Dmel_CG4966
Q9VL00	Dmel_CG4968
Q9VM26	Dmel_CG4969
Q2MGK5	Dmel_CG4970
Q9VM25	Dmel_CG4971
Q9VKZ7	Dmel_CG4972
Q9VDP8	Dmel_CG4973
Q24114	Dmel_CG4974
Q53XG2	Dmel_CG4974
B7YZJ4	Dmel_CG4975
Q8MT36	Dmel_CG4976
Q9VKG1	Dmel_CG4977
Q9XYU0	Dmel_CG4978
Q9VEY9	Dmel_CG4979
Q9VAY6	Dmel_CG4980
Q9VV22	Dmel_CG4982
Q9VKF8	Dmel_CG4983
A1ZAY4	Dmel_CG4984
Q9V3J3	Dmel_CG4986
Q9VKF7	Dmel_CG4988
Q9VX83	Dmel_CG4991
O61722	Dmel_CG4993
Q0E8E8	Dmel_CG4994
Q76NQ2	Dmel_CG4995
A1ZAY8	Dmel_CG4996
Q0E8E2	Dmel_CG4998
Q9V3E5	Dmel_CG4999
Q9VEZ3	Dmel_CG5000
Q9VPY9	Dmel_CG5001
Q7K4I4	Dmel_CG5002
Q9VAZ0	Dmel_CG5003
M9MSQ1	Dmel_CG5004
Q0IGU7	Dmel_CG5005
P81916	Dmel_CG5006
Q9NHA8	Dmel_CG5008
Q7KML2	Dmel_CG5009
B5RIN5	Dmel_CG5009
X2JFJ0	Dmel_CG5010
Q9VPZ1	Dmel_CG5011
Q9VSR5	Dmel_CG5012
Q9VEZ4	Dmel_CG5013
Q9W4N8	Dmel_CG5014
Q9VBL7	Dmel_CG5016
Q9VAZ1	Dmel_CG5017
M9PFG1	Dmel_CG5018
Q9VJE5	Dmel_CG5020
Q8IQC1	Dmel_CG5021
E1JI84	Dmel_CG5021
Q9VKY7	Dmel_CG5022
Q9I7J0	Dmel_CG5023
Q9VBM1	Dmel_CG5024
Q9VKY8	Dmel_CG5025
M9PCK6	Dmel_CG5025
Q8SZY7	Dmel_CG5026
Q961B9	Dmel_CG5027
Q8MT18	Dmel_CG5028
P91931	Dmel_CG5029
Q58CK1	Dmel_CG5029
Q9UAS6	Dmel_CG5032
Q7K0Y1	Dmel_CG5033
Q9VKZ0	Dmel_CG5034
A0A0B4LFL6	Dmel_CG5036
Q9VKZ1	Dmel_CG5037
Q9VF81	Dmel_CG5038
Q9VBN8	Dmel_CG5039
Q9VPX4	Dmel_CG5041
Q9VJE1	Dmel_CG5043
Q960K8	Dmel_CG5044
Q9VKY3	Dmel_CG5045
Q9VPD5	Dmel_CG5047
Q9VUG3	Dmel_CG5048
Q9VJD8	Dmel_CG5050
Q24454	Dmel_CG5052
Q9VBP2	Dmel_CG5053
Q0KHR3	Dmel_CG5055
Q9VKY0	Dmel_CG5056
Q9GYU7	Dmel_CG5057
M9PFU7	Dmel_CG5057
Q8IPU7	Dmel_CG5059
Q9W4E4	Dmel_CG5062
Q9VF77	Dmel_CG5063
Q9VSS2	Dmel_CG5064
A1ZAI5	Dmel_CG5065
E1JH83	Dmel_CG5065
Q95R98	Dmel_CG5068
P32027	Dmel_CG5069
Q53YH1	Dmel_CG5069
Q9VX73	Dmel_CG5070
A0A0B4K7U6	Dmel_CG5071
Q7K306	Dmel_CG5072
Q9VF70	Dmel_CG5073
Q9VK47	Dmel_CG5075
A0A0B4LGW2	Dmel_CG5076
Q9VPD8	Dmel_CG5078
Q9VBP8	Dmel_CG5079
Q7K3E2	Dmel_CG5080
Q7K0X9	Dmel_CG5081
Q9VF04	Dmel_CG5083
A1ZB17	Dmel_CG5084
Q9I7I7	Dmel_CG5085
A0A0B4LHF9	Dmel_CG5085
M9PEV2	Dmel_CG5087
Q8T0U2	Dmel_CG5089
Q9VKX7	Dmel_CG5091
M9PB91	Dmel_CG5091
Q9VK45	Dmel_CG5092
H1ZYB5	Dmel_CG5092
Q9VST0	Dmel_CG5093
Q9VJD4	Dmel_CG5094
Q9VKX6	Dmel_CG5096
Q9VDN2	Dmel_CG5097
A0A1B3Q3M0	Dmel_CG5097
Q6AWG9	Dmel_CG5098
Q8IMS8	Dmel_CG5099
P11420	Dmel_CG5102
C8VV95	Dmel_CG5102
Q9VVP4	Dmel_CG5103
Q9VPD4	Dmel_CG5104
Q9VPY2	Dmel_CG5105
Q8T3W8	Dmel_CG5106
Q9VBQ4	Dmel_CG5107
Q9VKX4	Dmel_CG5108
M9PCL5	Dmel_CG5108
Q24459	Dmel_CG5109
A0A0B4KEZ1	Dmel_CG5109
Q9VJD2	Dmel_CG5110
M9NEQ5	Dmel_CG5110
Q9VBQ3	Dmel_CG5111
Q9VBQ5	Dmel_CG5112
M9NE98	Dmel_CG5114
Q9VBQ7	Dmel_CG5116
Q9VPY3	Dmel_CG5118
P21187	Dmel_CG5119
Q9VBQ9	Dmel_CG5121
Q9VK40	Dmel_CG5122
Q24106	Dmel_CG5123
M9PFL5	Dmel_CG5123
Q7K7W5	Dmel_CG5124
P10676	Dmel_CG5125
Q9VPY7	Dmel_CG5126
Q9VBR1	Dmel_CG5127
Q9VPE3	Dmel_CG5130
Q9VJD0	Dmel_CG5131
M9PBY6	Dmel_CG5133
Q9VVN6	Dmel_CG5137
M9PI92	Dmel_CG5137
Q9VPZ0	Dmel_CG5139
A0A0B4KFV0	Dmel_CG5140
Q9VK41	Dmel_CG5142
M9PDD5	Dmel_CG5142
Q9VST4	Dmel_CG5144
Q9VRM6	Dmel_CG5146
Q8SYM9	Dmel_CG5147
Q9VEN2	Dmel_CG5148
Q9VM22	Dmel_CG5149
Q9VRM9	Dmel_CG5150
Q9VUZ4	Dmel_CG5151
Q8T0R7	Dmel_CG5154
B5RJG0	Dmel_CG5154
Q9VM21	Dmel_CG5155
Q9VUZ3	Dmel_CG5157
Q9VM20	Dmel_CG5160
Q9VUZ1	Dmel_CG5161
A0A1B2AK04	Dmel_CG5161
Q9VX69	Dmel_CG5162
P52656	Dmel_CG5163
A0A1B2AK92	Dmel_CG5163
Q7KK90	Dmel_CG5164
Q9VUY9	Dmel_CG5165
Q8SWR8	Dmel_CG5166
Q9VG81	Dmel_CG5167
Q9VKW1	Dmel_CG5168
Q9VEN3	Dmel_CG5169
Q7KN75	Dmel_CG5170
Q9VM19	Dmel_CG5171
Q9VX67	Dmel_CG5172
E1JGL5	Dmel_CG5174
Q8SX89	Dmel_CG5175
Q9VM18	Dmel_CG5177
P83967	Dmel_CG5178
B6IDW7	Dmel_CG5178
O17432	Dmel_CG5179
B7Z0N0	Dmel_CG5180
Q9VM17	Dmel_CG5181
Q9VK37	Dmel_CG5182
O76767	Dmel_CG5183
Q9VEN6	Dmel_CG5184
Q9V3S6	Dmel_CG5185
A1ZB86	Dmel_CG5186
Q9VST2	Dmel_CG5187
Q9VKV9	Dmel_CG5188
Q9V8I2	Dmel_CG5189
A0A1B2AJR6	Dmel_CG5189
Q7JUX9	Dmel_CG5190
Q7KSA4	Dmel_CG5191
O01668	Dmel_CG5192
P29052	Dmel_CG5193
M9PCM4	Dmel_CG5193
M9PHV0	Dmel_CG5194
Q9VPF0	Dmel_CG5195
Q9VG80	Dmel_CG5196
Q9VKV5	Dmel_CG5198
Q9VPF1	Dmel_CG5199
Q5U110	Dmel_CG5201
Q9VKD5	Dmel_CG5202
Q9XYW6	Dmel_CG5203
Q9VK36	Dmel_CG5204
Q9VF56	Dmel_CG5205
A8WHL4	Dmel_CG5206
Q9VGQ3	Dmel_CG5207
Q9VEN9	Dmel_CG5208
Q23997	Dmel_CG5210
A0A0B4LFJ1	Dmel_CG5210
O77237	Dmel_CG5212
A8JR89	Dmel_CG5212
Q9VF55	Dmel_CG5213
Q9VGQ1	Dmel_CG5214
F0JAG2	Dmel_CG5215
Q9VK34	Dmel_CG5216
Q9VDY4	Dmel_CG5217
Q9VPF6	Dmel_CG5219
Q9VEP1	Dmel_CG5220
Q95TS5	Dmel_CG5222
Q7JVZ8	Dmel_CG5224
Q9VEP4	Dmel_CG5225
O97394	Dmel_CG5227
E1JJC3	Dmel_CG5227
M9NEW2	Dmel_CG5229
Q7JQW6	Dmel_CG5231
Q9VG74	Dmel_CG5232
Q9VUY0	Dmel_CG5235
M9PFT8	Dmel_CG5235
E1JIP9	Dmel_CG5237
Q9VUX9	Dmel_CG5241
Q9VGP7	Dmel_CG5242
Q9VG72	Dmel_CG5245
Q9VEM6	Dmel_CG5246
Q23976	Dmel_CG5247
L0CQ48	Dmel_CG5247
Q9VCX1	Dmel_CG5248
M9PBR0	Dmel_CG5249
Q9VDY7	Dmel_CG5250
Q9VGP4	Dmel_CG5252
X2JA11	Dmel_CG5254
Q9VEM5	Dmel_CG5255
Q9V3U2	Dmel_CG5258
M9PCI2	Dmel_CG5258
M9PCA2	Dmel_CG5261
Q9VPF8	Dmel_CG5262
M9PD31	Dmel_CG5262
Q23972	Dmel_CG5263
Q9VCY0	Dmel_CG5264
Q9VEM4	Dmel_CG5265
P40301	Dmel_CG5266
Q0IGY7	Dmel_CG5267
Q9VF08	Dmel_CG5268
A0A0B4LH72	Dmel_CG5268
A0A0B4KGG5	Dmel_CG5269
Q9VGP1	Dmel_CG5270
P15357	Dmel_CG5271
Q8IGR0	Dmel_CG5271
Q9VUI0	Dmel_CG5272
Q9W5D6	Dmel_CG5273
Q9VPF9	Dmel_CG5274
Q9VGN8	Dmel_CG5276
O76994	Dmel_CG5277
Q9VCY6	Dmel_CG5278
P91657	Dmel_CG5279
X2J5R5	Dmel_CG5279
Q9VSS7	Dmel_CG5280
H8F4U9	Dmel_CG5280
Q9VGN6	Dmel_CG5281
Q9VPG0	Dmel_CG5282
Q9VUY1	Dmel_CG5284
Q9VEM1	Dmel_CG5285
Q9VK30	Dmel_CG5287
Q95U34	Dmel_CG5288
P48601	Dmel_CG5289
A0A0B4LIJ0	Dmel_CG5289
Q9VVM8	Dmel_CG5290
Q9VEM0	Dmel_CG5292
E1JI03	Dmel_CG5295
Q9VKW4	Dmel_CG5300
Q24141	Dmel_CG5303
A0A0B4LG47	Dmel_CG5303
Q9VKC9	Dmel_CG5304
Q961T8	Dmel_CG5308
Q9VY27	Dmel_CG5310
Q9VKW3	Dmel_CG5313
Q9VCY8	Dmel_CG5315
A4V392	Dmel_CG5315
Q8MSG8	Dmel_CG5316
Q9VKC1	Dmel_CG5317
P54385	Dmel_CG5320
Q9VY24	Dmel_CG5321
Q9VKV2	Dmel_CG5322
Q7JVK8	Dmel_CG5323
Q8IP97	Dmel_CG5325
Q9VCZ0	Dmel_CG5326
Q7JY26	Dmel_CG5327
Q9W1G7	Dmel_CG5330
Q9VG62	Dmel_CG5333
Q9VY21	Dmel_CG5334
A1ZBB1	Dmel_CG5335
Q9VKB2	Dmel_CG5336
Q9VKV6	Dmel_CG5337
Q7KS38	Dmel_CG5338
A0A0B4KGR4	Dmel_CG5338
Q9W1H1	Dmel_CG5339
Q9V8K2	Dmel_CG5341
Q9VGL9	Dmel_CG5342
Q9VKV8	Dmel_CG5343
Q9VGL8	Dmel_CG5344
Q7JXZ2	Dmel_CG5345
Q9VCZ2	Dmel_CG5346
Q9VY20	Dmel_CG5347
A0A0B4K889	Dmel_CG5348
Q05856	Dmel_CG5352
Q9VKB0	Dmel_CG5353
Q9VKW2	Dmel_CG5354
Q9VKW5	Dmel_CG5355
Q9VH48	Dmel_CG5358
F0JAI1	Dmel_CG5358
Q9VH45	Dmel_CG5359
Q9W1N8	Dmel_CG5360
Q9VH28	Dmel_CG5361
Q9VKX2	Dmel_CG5362
P23572	Dmel_CG5363
C0MJ66	Dmel_CG5363
Q9VKY2	Dmel_CG5366
M9PB90	Dmel_CG5366
Q9VKY4	Dmel_CG5367
O02002	Dmel_CG5370
P48591	Dmel_CG5371
Q9W1M8	Dmel_CG5372
Q9W1M7	Dmel_CG5373
P12613	Dmel_CG5374
A4V391	Dmel_CG5374
A8DYY6	Dmel_CG5375
Q9VCZ7	Dmel_CG5376
Q9VD00	Dmel_CG5377
Q9V3G7	Dmel_CG5378
Q4V4S9	Dmel_CG5379
Q9VD25	Dmel_CG5380
D5SHN0	Dmel_CG5380
Q9VKZ6	Dmel_CG5381
Q9VD26	Dmel_CG5382
Q9VD28	Dmel_CG5383
Q9VKZ8	Dmel_CG5384
Q9VKZ9	Dmel_CG5385
Q9VD31	Dmel_CG5386
Q9V3H5	Dmel_CG5387
Q9VD32	Dmel_CG5388
Q8T4C4	Dmel_CG5389
Q9VL01	Dmel_CG5390
Q9VD33	Dmel_CG5391
Q9VUJ2	Dmel_CG5392
A0A0B4KGD0	Dmel_CG5393
P28668	Dmel_CG5394
X2J7P4	Dmel_CG5395
Q9VPZ5	Dmel_CG5397
Q9W1M4	Dmel_CG5398
Q9VF46	Dmel_CG5399
Q07892	Dmel_CG5400
A0A0B4KGU5	Dmel_CG5400
Q9VB29	Dmel_CG5402
Q24573	Dmel_CG5403
Q9VF45	Dmel_CG5404
Q8MRS5	Dmel_CG5405
Q9VEK6	Dmel_CG5407
A0A0B4KHN4	Dmel_CG5407
Q9V3Z1	Dmel_CG5408
P45891	Dmel_CG5409
Q8IMX7	Dmel_CG5410
Q9VDL1	Dmel_CG5412
Q9VEK7	Dmel_CG5413
Q9VUY4	Dmel_CG5414
Q9VDL0	Dmel_CG5417
Q9VK81	Dmel_CG5418
Q9VK83	Dmel_CG5421
Q8IMX4	Dmel_CG5422
Q9VPZ7	Dmel_CG5423
Q9VK84	Dmel_CG5427
Q9W1L8	Dmel_CG5428
Q9VCE1	Dmel_CG5429
P54185	Dmel_CG5430
Q9VBF5	Dmel_CG5432
P46824	Dmel_CG5433
M9PF24	Dmel_CG5433
Q9VDK7	Dmel_CG5434
Q9VK88	Dmel_CG5435
O97125	Dmel_CG5436
Q9VK31	Dmel_CG5439
Q9VQ00	Dmel_CG5440
P41894	Dmel_CG5441
A0A0B4LIQ1	Dmel_CG5441
Q9V3T8	Dmel_CG5442
P47825	Dmel_CG5444
E1JI11	Dmel_CG5444
Q9VX56	Dmel_CG5445
M9PBA6	Dmel_CG5446
A0A0B4KH14	Dmel_CG5447
O96860	Dmel_CG5450
M9NDC7	Dmel_CG5450
Q9VE18	Dmel_CG5451
Q9XZT6	Dmel_CG5452
Q540Z9	Dmel_CG5452
Q9VE17	Dmel_CG5454
A0A1B2AL46	Dmel_CG5454
Q9VBE6	Dmel_CG5455
Q9VK29	Dmel_CG5458
Q02308	Dmel_CG5460
T2FFJ5	Dmel_CG5460
Q9VCD0	Dmel_CG5463
Q9W278	Dmel_CG5465
Q9VDK2	Dmel_CG5466
Q9VBE2	Dmel_CG5468
Q7K0S5	Dmel_CG5469
Q9VBD6	Dmel_CG5471
Q9W1L5	Dmel_CG5472
A0A0B4LG96	Dmel_CG5472
Q7KIS4	Dmel_CG5473
Q9VUZ0	Dmel_CG5474
O62618	Dmel_CG5475
E1JIV6	Dmel_CG5475
Q9VBD5	Dmel_CG5476
Q9VF09	Dmel_CG5478
Q9W1L1	Dmel_CG5479
Q9VBD0	Dmel_CG5480
M9PC46	Dmel_CG5481
Q7K3D4	Dmel_CG5482
Q9VDJ9	Dmel_CG5483
Q8IMR4	Dmel_CG5484
Q9VVM6	Dmel_CG5485
Q24574	Dmel_CG5486
Q24256	Dmel_CG5488
Q7JY94	Dmel_CG5489
P08953	Dmel_CG5490
T2GGK5	Dmel_CG5490
Q9VBB3	Dmel_CG5491
Q7JZI2	Dmel_CG5492
A1ZBA8	Dmel_CG5493
Q9VDJ8	Dmel_CG5494
Q9VRP3	Dmel_CG5495
A1ZBA5	Dmel_CG5497
Q9Y124	Dmel_CG5498
P08985	Dmel_CG5499
A0A0B4KH25	Dmel_CG5499
Q9VBA6	Dmel_CG5500
Q8T6L6	Dmel_CG5501
P09180	Dmel_CG5502
Q27237	Dmel_CG5504
A0A0F7J3E9	Dmel_CG5504
Q9VRP5	Dmel_CG5505
Q9VVM2	Dmel_CG5506
Q9VBA5	Dmel_CG5507
Q9Y137	Dmel_CG5508
Q9VG63	Dmel_CG5509
Q9VCC2	Dmel_CG5510
Q9VAY4	Dmel_CG5514
Q9VCB9	Dmel_CG5515
Q9VF05	Dmel_CG5516
P22817	Dmel_CG5517
Q7KLW9	Dmel_CG5519
Q9VAY2	Dmel_CG5520
Q9VB98	Dmel_CG5521
Q8MT78	Dmel_CG5522
Q9VCB8	Dmel_CG5524
Q9VK69	Dmel_CG5525
Q9VJC6	Dmel_CG5526
Q9VAY0	Dmel_CG5527
M9NDW9	Dmel_CG5528
Q24255	Dmel_CG5529
Q9W1K0	Dmel_CG5532
A0A0B4LGA1	Dmel_CG5532
Q9VVM0	Dmel_CG5535
M9PHI7	Dmel_CG5537
Q9VG65	Dmel_CG5538
Q9W1J5	Dmel_CG5539
Q9VAZ3	Dmel_CG5540
Q9VXZ2	Dmel_CG5541
Q9W1J3	Dmel_CG5543
Q9VJC1	Dmel_CG5545
Q9VVL6	Dmel_CG5546
X2J969	Dmel_CG5546
Q7KTB3	Dmel_CG5547
Q9VXZ0	Dmel_CG5548
Q9W1J0	Dmel_CG5549
A0A0B4K7T3	Dmel_CG5550
Q9VPH2	Dmel_CG5553
I1WYG8	Dmel_CG5553
A0A0B4LHC9	Dmel_CG5554
A0A0B4KHR2	Dmel_CG5555
Q9VQ01	Dmel_CG5556
Q9VDZ3	Dmel_CG5557
U3PU53	Dmel_CG5557
C0HDP4	Dmel_CG5559
Q9VXY8	Dmel_CG5560
Q9VQ02	Dmel_CG5561
P27091	Dmel_CG5562
A0A0B4LGA7	Dmel_CG5562
Q9VQ04	Dmel_CG5565
Q9VVL5	Dmel_CG5567
Q9VRQ4	Dmel_CG5568
Q9W1H9	Dmel_CG5569
O77459	Dmel_CG5575
Q7K4Z4	Dmel_CG5576
Q8SXC0	Dmel_CG5577
Q9N693	Dmel_CG5580
P20240	Dmel_CG5581
Q9VVL0	Dmel_CG5582
P29775	Dmel_CG5583
B7FNJ4	Dmel_CG5583
Q9VPH8	Dmel_CG5585
Q9VB18	Dmel_CG5586
Q7JWS8	Dmel_CG5588
Q9VVK8	Dmel_CG5589
Q9VB10	Dmel_CG5590
A0A0B4LGG6	Dmel_CG5591
Q9VRQ8	Dmel_CG5592
Q8MLQ5	Dmel_CG5594
Q9VB08	Dmel_CG5595
P06742	Dmel_CG5596
A0A0B4LHS1	Dmel_CG5596
Q9W1H6	Dmel_CG5597
Q9VXY3	Dmel_CG5599
Q9W1H4	Dmel_CG5602
Q8IPC5	Dmel_CG5603
Q9VL06	Dmel_CG5604
Q9VPH7	Dmel_CG5605
D1Z373	Dmel_CG5605
Q9VG59	Dmel_CG5608
Q9VDH4	Dmel_CG5609
P09478	Dmel_CG5610
A0A0B4KHE6	Dmel_CG5610
Q9VB17	Dmel_CG5611
Q8SXF2	Dmel_CG5612
Q9VX51	Dmel_CG5613
Q9VF40	Dmel_CG5614
M9PG67	Dmel_CG5618
Q24155	Dmel_CG5619
Q0KI38	Dmel_CG5621
Q8T485	Dmel_CG5623
Q7KVL7	Dmel_CG5625
Q9VTV4	Dmel_CG5626
Q9VXY2	Dmel_CG5627
Q7KN99	Dmel_CG5629
A8JR58	Dmel_CG5630
Q9VTV1	Dmel_CG5632
M9PEZ4	Dmel_CG5632
Q9VB20	Dmel_CG5634
P25724	Dmel_CG5637
G7H7Y6	Dmel_CG5637
Q9VTU7	Dmel_CG5638
Q9VB21	Dmel_CG5639
M9MRG4	Dmel_CG5640
Q9VG73	Dmel_CG5641
Q9VTU4	Dmel_CG5642
Q9VB23	Dmel_CG5643
Q9VSS3	Dmel_CG5644
Q9VTU0	Dmel_CG5645
Q9VB24	Dmel_CG5646
Q9VK14	Dmel_CG5648
Q9VPH4	Dmel_CG5649
P12982	Dmel_CG5650
Q9VSS1	Dmel_CG5651
Q9VSR8	Dmel_CG5653
M9NFR5	Dmel_CG5654
Q24491	Dmel_CG5655
Q8SYR3	Dmel_CG5655
M9PD70	Dmel_CG5656
Q9VG77	Dmel_CG5657
Q9VB25	Dmel_CG5658
Q94981	Dmel_CG5659
A4V4Q7	Dmel_CG5659
Q9VSR7	Dmel_CG5660
Q7YU67	Dmel_CG5661
Q8T4F2	Dmel_CG5662
Q9VG79	Dmel_CG5663
M9PIG0	Dmel_CG5664
M9NFL7	Dmel_CG5665
A0A0B4KHC8	Dmel_CG5669
P13607	Dmel_CG5670
H9ZJM5	Dmel_CG5670
Q7KMQ6	Dmel_CG5671
X2JEH3	Dmel_CG5674
E1JJN6	Dmel_CG5675
Q9VL16	Dmel_CG5676
Q9VCA9	Dmel_CG5677
A0A0B4K7R1	Dmel_CG5677
P92208	Dmel_CG5680
E1JHD6	Dmel_CG5680
Q9VJB3	Dmel_CG5681
M9PCV1	Dmel_CG5682
P39413	Dmel_CG5683
A4V287	Dmel_CG5683
E1JHY7	Dmel_CG5684
A0A0B4K6R7	Dmel_CG5685
Q9XTN2	Dmel_CG5686
M9PCQ8	Dmel_CG5686
Q961Q9	Dmel_CG5687
Q9VTS3	Dmel_CG5688
Q9I7U5	Dmel_CG5690
Q9VB22	Dmel_CG5692
Q9VJB2	Dmel_CG5693
Q9VL20	Dmel_CG5694
Q01989	Dmel_CG5695
H1UUJ8	Dmel_CG5695
Q9VDG3	Dmel_CG5697
Q9VTR6	Dmel_CG5700
M9PG08	Dmel_CG5701
Q9VX36	Dmel_CG5703
Q9W047	Dmel_CG5704
Q9VK20	Dmel_CG5705
Q9VCA5	Dmel_CG5706
D5SHT6	Dmel_CG5707
Q9VL21	Dmel_CG5708
O76924	Dmel_CG5709
P15372	Dmel_CG5711
M9NES0	Dmel_CG5711
M9PE08	Dmel_CG5712
Q9W032	Dmel_CG5714
Q9VC98	Dmel_CG5715
Q9W029	Dmel_CG5717
Q8SX97	Dmel_CG5718
Q9V3H9	Dmel_CG5720
Q7K486	Dmel_CG5721
Q9VL24	Dmel_CG5722
O61307	Dmel_CG5723
Q9VG30	Dmel_CG5724
D8FT20	Dmel_CG5725
Q7JRH5	Dmel_CG5726
Q9VL26	Dmel_CG5727
Q9VC94	Dmel_CG5728
Q0E931	Dmel_CG5729
P22464	Dmel_CG5730
A0A0B4KH34	Dmel_CG5730
Q9VL27	Dmel_CG5731
Q9VD44	Dmel_CG5732
A0A0B4KGP2	Dmel_CG5732
A1YK02	Dmel_CG5733
A1YK08	Dmel_CG5733
Q9VL28	Dmel_CG5734
Q9VDF1	Dmel_CG5737
Q7KRI2	Dmel_CG5738
E1JGK7	Dmel_CG5738
Q7K3G2	Dmel_CG5742
P37236	Dmel_CG5744
M9PHW6	Dmel_CG5744
Q95RC5	Dmel_CG5745
Q8IGI0	Dmel_CG5746
B7Z0F0	Dmel_CG5747
P22813	Dmel_CG5748
Q7Z020	Dmel_CG5751
P25159	Dmel_CG5753
Q9VJA5	Dmel_CG5755
A1ZB32	Dmel_CG5756
A1ZB29	Dmel_CG5757
Q0E8P5	Dmel_CG5758
Q9V395	Dmel_CG5760
Q9VC86	Dmel_CG5762
A1ZB24	Dmel_CG5765
A1ZB21	Dmel_CG5767
Q9VC77	Dmel_CG5768
Q7JYK5	Dmel_CG5770
O18335	Dmel_CG5771
A0A1W5PZ45	Dmel_CG5772
A1ZB19	Dmel_CG5773
Q9VK63	Dmel_CG5776
Q9VD49	Dmel_CG5778
Q9VK67	Dmel_CG5780
Q9VK65	Dmel_CG5781
Q9VJ98	Dmel_CG5783
Q9V895	Dmel_CG5784
B7YZR7	Dmel_CG5784
P42286	Dmel_CG5785
A0A0B4LFY0	Dmel_CG5785
Q9VDE5	Dmel_CG5786
Q9VK59	Dmel_CG5787
Q7K738	Dmel_CG5788
Q9VC63	Dmel_CG5789
Q9VJ90	Dmel_CG5790
Q9VD48	Dmel_CG5791
Q9VK57	Dmel_CG5792
Q9VDE2	Dmel_CG5793
Q9VC56	Dmel_CG5794
Q9VC52	Dmel_CG5796
H1UUC2	Dmel_CG5798
Q8MLT6	Dmel_CG5799
Q9VX34	Dmel_CG5800
Q9VDD7	Dmel_CG5802
P15278	Dmel_CG5803
Q9VSP9	Dmel_CG5804
Q9VC40	Dmel_CG5805
Q9VC35	Dmel_CG5807
Q9XYZ6	Dmel_CG5808
Q9V438	Dmel_CG5809
Q9VDD4	Dmel_CG5810
P25931	Dmel_CG5811
Q9VB86	Dmel_CG5812
Q9NK54	Dmel_CG5813
Q9I7I0	Dmel_CG5814
A0A0B4KHT9	Dmel_CG5814
Q8IMP6	Dmel_CG5815
Q9V3D0	Dmel_CG5818
Q7JWP9	Dmel_CG5819
A0A0B4LGB0	Dmel_CG5820
